Village_Name,Latitude,Longitude,Elevation_m,Slope_deg,Aspect_deg,Roughness,Curvature,Rainfall_mm,Distance_to_River_km,Label,Point_Type,Rainfall_CHIRPS_mm,Distance_to_Road_km_REAL,Rainfall_3Day_Cumulative_mm,Rainfall_7Day_Cumulative_mm,NDVI_Vegetation
RandomPoint_126,17.616517,74.148472,623,2.95,19.41,1.18,0.0,739.7444444444445,2.297,0,random_negative_sample,805.1342212826014,2.366,11.739685821533204,40.824832916259766,0.4636605679988861
RandomPoint_127,18.592245,74.091054,588,3.41,324.83,2.68,3.0,739.7444444444445,4.392,0,random_negative_sample,558.6567275345326,2.307,9.211054420471193,17.553660011291505,0.194249078631401
RandomPoint_128,18.797849,73.115115,90,2.1,152.14,4.03,-5.0,2804.186324786325,1.616,0,random_negative_sample,2641.544719719887,3.457,11.696131896972656,123.79068069458008,0.2373514771461486
RandomPoint_129,18.560232,74.126202,559,2.1,152.14,1.96,-1.0,739.7444444444445,3.843,0,random_negative_sample,552.7876823678613,0.301,10.045439529418946,17.18205213546753,0.2369749695062637
RandomPoint_130,17.812755,73.730992,673,3.84,194.8,4.89,7.0,739.7444444444445,2.175,0,random_negative_sample,1426.2297633051871,0.888,12.802796936035156,23.32378273010254,0.6174843907356262
RandomPoint_131,17.309107,74.194822,578,2.94,270.0,2.27,1.0,739.7444444444445,1.883,0,random_negative_sample,768.6729602903127,2.552,12.954630661010745,28.582328224182127,0.436407059431076
RandomPoint_132,18.729211,74.264309,620,4.99,100.71,4.7,8.0,739.7444444444445,2.977,0,random_negative_sample,628.7434830397367,0.998,3.356894302368164,14.65383472442627,0.2888477444648742
RandomPoint_133,18.621543,74.122124,545,0.98,90.0,0.85,-3.0,739.7444444444445,4.946,0,random_negative_sample,598.5028940036893,3.952,8.08963451385498,18.406133460998536,0.3995065689086914
RandomPoint_134,17.049573,73.904847,654,21.13,242.51,15.79,3.0,739.7444444444445,0.827,0,random_negative_sample,1335.3010771870613,3.287,32.13433151245117,77.30768985748291,0.4302966594696045
RandomPoint_135,17.664371,74.196224,668,3.48,122.24,1.71,-3.0,739.7444444444445,5.718,0,random_negative_sample,689.7884522885084,2.836,9.34235076904297,18.738763427734376,0.5140829682350159
RandomPoint_136,18.60447,74.096096,592,3.09,107.5,3.28,0.0,739.7444444444445,3.571,0,random_negative_sample,617.1577704623342,3.572,8.951012420654298,18.27336587905884,0.1625765413045883
RandomPoint_137,18.621499,73.200209,531,6.14,307.12,2.51,-1.0,2804.186324786325,3.274,0,random_negative_sample,2325.6580766677857,3.643,13.89226245880127,98.9690507888794,0.2287296503782272
RandomPoint_138,18.574749,72.962143,79,11.64,29.97,9.1,3.0,2804.186324786325,3.147,0,random_negative_sample,2738.881826519966,1.888,45.09486980438233,165.7536008834839,0.4728867709636688
RandomPoint_139,18.744334,74.08789,605,6.48,0.0,3.14,-5.0,739.7444444444445,0.679,0,random_negative_sample,630.0584857046604,1.924,5.080276107788086,20.687080001831056,0.701361358165741
RandomPoint_140,17.444867,74.02488,767,26.81,344.26,19.1,2.0,739.7444444444445,4.56,0,random_negative_sample,1022.1778028205038,0.782,8.916797637939453,33.297594451904295,0.4841824173927307
RandomPoint_141,17.920606,73.257786,221,14.52,67.93,10.48,-4.0,2804.186324786325,3.71,0,random_negative_sample,2683.9448881030085,0.702,74.30335597991943,155.01724262237548,0.7304630279541016
RandomPoint_142,18.590691,73.141393,210,13.9,43.86,14.11,-5.0,2804.186324786325,4.169,0,random_negative_sample,2492.42685585022,4.711,18.85111618041992,128.14491653442383,0.5571337342262268
RandomPoint_143,17.656524,74.096529,626,5.48,212.39,2.74,0.0,739.7444444444445,0.897,0,random_negative_sample,930.5679288387298,1.302,13.4190185546875,29.218350219726563,0.3659422099590301
RandomPoint_144,18.282963,73.399518,231,23.76,27.86,18.38,-4.0,2804.186324786325,1.56,0,random_negative_sample,1511.4244928121566,1.345,7.55380859375,51.3148609161377,0.6875947713851929
RandomPoint_145,18.962299,73.604324,812,9.26,186.03,7.18,-7.0,739.7444444444445,1.437,0,random_negative_sample,1435.5730563998222,1.85,3.0673171997070314,55.0432580947876,0.4952163398265838
RandomPoint_146,18.878474,72.973013,3,3.41,215.17,1.15,-3.0,2804.186324786325,2.401,0,random_negative_sample,2876.018171811104,1.683,19.091038131713866,135.08487968444825,0.5115959048271179
RandomPoint_147,18.940801,73.067852,80,7.09,74.88,5.13,3.0,2804.186324786325,1.07,0,random_negative_sample,2718.319132256508,2.485,30.28991985321045,121.74815883636477,0.4149828255176544
RandomPoint_148,18.925069,73.1982,44,7.38,247.93,4.39,2.0,2804.186324786325,0.739,0,random_negative_sample,2588.6346685647964,1.185,25.635498237609863,106.6993127822876,0.561133623123169
RandomPoint_149,17.216805,73.451846,167,9.9,280.71,4.55,-4.0,2804.186324786325,3.656,0,random_negative_sample,2700.634594023228,1.93,34.56052837371826,131.98707370758058,0.2602181434631347
RandomPoint_150,18.45709,73.270516,98,4.99,280.71,3.58,-6.0,2804.186324786325,1.884,0,random_negative_sample,1773.457755112648,0.47,6.615327072143555,93.04546279907228,0.4166430830955505
RandomPoint_151,18.212418,73.567135,745,14.85,31.14,10.37,22.0,739.7444444444445,1.182,0,random_negative_sample,1375.8525492429733,1.552,8.974291706085205,53.60580835342408,0.614657461643219
RandomPoint_152,17.770391,73.664882,1021,5.63,240.42,4.52,0.0,739.7444444444445,3.783,0,random_negative_sample,1699.1123113811016,2.034,17.746834564208985,38.495371627807614,0.7115818858146667
RandomPoint_153,17.509445,73.863178,1064,12.47,291.51,7.76,3.0,739.7444444444445,3.601,0,random_negative_sample,1191.679574888945,2.608,10.376095581054688,43.571628379821775,0.3182943165302276
RandomPoint_154,17.003383,74.188363,738,13.34,289.99,8.93,-4.0,739.7444444444445,1.721,0,random_negative_sample,795.0672987371684,2.073,18.05529060363769,39.71530284881592,0.3007094264030456
RandomPoint_155,18.076904,73.879145,810,6.79,144.83,4.07,10.0,739.7444444444445,3.192,0,random_negative_sample,899.1267138332129,1.428,6.667510986328125,16.125431728363036,0.2454706728458404
RandomPoint_156,18.4839,73.805943,572,0.93,0.0,1.37,7.0,739.7444444444445,0.499,0,random_negative_sample,793.2844284713268,0.397,13.872488021850586,27.05615921020508,0.2768777906894684
RandomPoint_157,18.328475,73.2953,62,9.05,239.41,5.69,-3.0,2804.186324786325,1.314,0,random_negative_sample,1935.3858058452608,1.474,29.2919282913208,92.78945941925048,0.2337909489870071
RandomPoint_158,17.627831,74.072023,683,1.86,0.0,1.78,2.0,739.7444444444445,4.656,0,random_negative_sample,914.1296168148516,1.479,9.79181671142578,41.71022033691406,0.455588549375534
RandomPoint_159,18.439509,73.250483,23,0.0,270.0,0.61,0.0,2804.186324786325,1.249,0,random_negative_sample,1740.437994629145,2.605,4.366679954528808,81.93727016448975,-0.3309728503227234
RandomPoint_160,17.618569,73.412589,101,7.38,67.93,4.08,-6.0,2804.186324786325,1.425,0,random_negative_sample,2598.6710676789285,1.94,36.46759929656982,123.96722373962402,0.4991700053215027
RandomPoint_161,17.804801,73.243483,168,10.74,244.69,8.27,-7.0,2804.186324786325,3.31,0,random_negative_sample,3003.3684923291207,1.689,51.95052337646485,207.11235961914065,0.6792184114456177
RandomPoint_162,17.254576,73.43067,169,12.56,270.0,8.51,1.0,2804.186324786325,2.238,0,random_negative_sample,2799.173299282789,3.607,35.91510524749756,150.06390647888185,0.680094838142395
RandomPoint_163,18.880727,73.815977,656,3.92,90.0,3.08,4.0,739.7444444444445,2.976,0,random_negative_sample,1063.82759975791,1.609,0.0,35.87712783813477,0.5805507898330688
RandomPoint_164,18.805611,73.723272,692,4.03,256.69,3.07,-1.0,739.7444444444445,2.963,0,random_negative_sample,1046.9403385937214,2.528,4.752338027954101,42.146366882324216,0.1798635721206665
RandomPoint_165,17.6019,73.621906,130,11.94,283.31,5.96,-7.0,739.7444444444445,1.664,0,random_negative_sample,2003.559421348572,2.839,47.54583969116211,88.32780590057374,0.5839741230010986
RandomPoint_166,17.859776,73.669977,1227,17.08,71.54,17.48,9.0,739.7444444444445,3.152,0,random_negative_sample,1547.279446977377,2.012,11.289694213867188,23.837752723693846,0.2480081468820572
RandomPoint_167,18.309411,73.497482,783,23.74,35.78,18.37,15.0,2804.186324786325,5.766,0,random_negative_sample,1365.7774258375168,3.46,11.959712982177734,52.69747543334961,0.6444929242134094
RandomPoint_168,17.88432,73.120552,193,10.11,180.0,5.35,1.0,2804.186324786325,1.59,0,random_negative_sample,2876.931906878948,2.263,49.16495895385742,166.62632369995117,0.4537689685821533
RandomPoint_169,17.946372,74.151771,690,4.74,168.06,3.75,6.0,739.7444444444445,6.721,0,random_negative_sample,619.6923469096422,3.806,8.177728462219239,12.550788688659669,0.3245243728160858
RandomPoint_170,18.59205,73.054537,85,25.79,45.19,16.23,-3.0,2804.186324786325,4.505,0,random_negative_sample,2474.6549858570097,3.112,8.722822761535644,89.75299587249756,0.534133791923523
RandomPoint_171,17.169591,73.573178,220,15.67,349.43,9.8,-4.0,739.7444444444445,2.45,0,random_negative_sample,2417.528641480208,1.485,28.630795288085935,167.5003293991089,0.4891713261604309
RandomPoint_172,18.265882,73.302782,18,4.73,218.41,2.59,-3.0,2804.186324786325,2.601,0,random_negative_sample,1838.4821855664247,0.914,19.721667098999024,77.48560218811035,0.5725736021995544
RandomPoint_173,18.636847,73.926707,588,1.35,313.41,2.52,-2.0,739.7444444444445,2.261,0,random_negative_sample,607.276346822083,1.072,0.0,11.80608386993408,0.1629158854484558
RandomPoint_174,18.345591,73.136961,44,4.2,207.86,4.54,-2.0,2804.186324786325,1.182,0,random_negative_sample,2381.637270712853,2.52,23.991006660461423,129.41579189300538,0.5977501273155212
RandomPoint_175,17.489685,73.512705,41,7.46,231.75,5.75,-3.0,2804.186324786325,2.573,0,random_negative_sample,2472.9504067361354,1.605,50.66492233276367,114.58042240142822,0.6136698722839355
RandomPoint_176,18.699475,72.909242,212,33.76,71.62,24.31,12.0,2804.186324786325,2.669,0,random_negative_sample,2661.0141141176223,2.746,28.14216709136963,130.7186502456665,0.3972874581813812
RandomPoint_177,17.828882,73.744648,926,23.27,213.93,18.12,-6.0,739.7444444444445,2.59,0,random_negative_sample,1426.2297633051871,1.672,12.802796936035156,23.32378273010254,0.7354742884635925
RandomPoint_178,17.38887,73.844531,986,5.64,170.01,5.21,-5.0,739.7444444444445,4.072,0,random_negative_sample,1564.4747565329076,3.87,35.70086517333984,70.53305091857911,0.5460712313652039
RandomPoint_179,17.988754,73.165977,147,13.27,40.86,10.08,8.0,2804.186324786325,5.408,0,random_negative_sample,2786.828241717815,3.216,55.68603096008301,169.3711093902588,0.7787725329399109
RandomPoint_180,18.501929,73.955069,568,3.48,57.76,1.56,-1.0,739.7444444444445,4.289,0,random_negative_sample,541.0395720481872,0.591,8.067836380004882,15.887767314910889,0.443062424659729
RandomPoint_181,17.213175,73.437719,142,2.7,133.41,3.33,4.0,2804.186324786325,4.156,0,random_negative_sample,2818.9068571031094,0.423,37.62912368774414,162.8901611328125,0.6197386980056763
RandomPoint_182,17.351773,74.236949,637,4.2,332.14,1.38,2.0,739.7444444444445,6.134,0,random_negative_sample,595.5775722026825,0.503,7.770850563049317,13.154687786102295,0.4445949196815491
RandomPoint_183,17.498397,74.072505,648,0.98,90.0,2.04,-1.0,739.7444444444445,3.132,0,random_negative_sample,934.55557847023,1.672,10.977488708496091,31.44418125152588,0.5030347108840942
RandomPoint_184,17.912924,74.002125,792,8.71,137.82,6.15,5.0,739.7444444444445,5.005,0,random_negative_sample,908.8024914324284,2.273,7.989323425292969,16.686543273925782,0.3132327198982239
RandomPoint_185,18.335155,74.281839,675,6.55,188.59,3.76,-2.0,739.7444444444445,5.025,0,random_negative_sample,593.3303021788597,2.677,8.061084747314453,12.471340465545657,0.1835047006607055
RandomPoint_186,18.190905,74.225059,611,7.46,308.25,3.72,3.0,739.7444444444445,5.84,0,random_negative_sample,467.3325695842505,3.449,8.33005256652832,11.806367206573489,0.1797827780246734
RandomPoint_187,18.782852,73.718978,632,0.98,270.0,1.46,-1.0,739.7444444444445,2.458,0,random_negative_sample,1019.9081534028052,0.263,0.0,35.838178634643555,0.071139320731163
RandomPoint_188,18.438548,73.557167,795,25.78,137.6,16.59,-3.0,739.7444444444445,0.761,0,random_negative_sample,1142.7373918652534,1.518,0.0,28.922966766357423,0.6591874957084656
RandomPoint_189,18.661138,73.621808,624,5.63,119.58,3.33,2.0,739.7444444444445,0.954,0,random_negative_sample,1264.9651496946813,1.976,3.152157974243164,47.900930404663086,0.3313249349594116
RandomPoint_190,18.794416,73.915483,586,4.2,27.86,2.55,4.0,739.7444444444445,2.392,0,random_negative_sample,732.9712588727474,3.771,0.0,22.015993881225587,0.4067907929420471
RandomPoint_191,17.949349,73.188787,85,6.14,307.12,6.18,5.0,2804.186324786325,0.553,0,random_negative_sample,2882.3098896503448,2.233,67.55187339782715,186.324613571167,0.7056975960731506
RandomPoint_192,17.494479,73.756492,709,14.46,120.2,11.24,1.0,739.7444444444445,6.883,0,random_negative_sample,1820.0442342162128,6.775,21.00016384124756,59.62686977386475,0.5570536255836487
RandomPoint_193,18.531627,73.58195,567,1.86,0.0,0.95,0.0,739.7444444444445,0.746,0,random_negative_sample,1194.4911144852638,1.716,0.0,28.350625610351564,0.459525465965271
RandomPoint_194,18.253497,73.211896,38,2.7,226.59,1.93,2.0,2804.186324786325,2.309,0,random_negative_sample,2168.663481354713,1.3,21.28142642974853,94.3694269180298,0.4353734254837036
RandomPoint_195,17.54343,73.279564,147,8.77,90.0,5.31,7.0,2804.186324786325,3.316,0,random_negative_sample,2875.949888056517,6.076,53.25974578857422,131.8151544570923,0.7096752524375916
RandomPoint_196,18.080304,73.007561,32,8.36,173.3,4.85,4.0,2804.186324786325,1.06,0,random_negative_sample,2710.434085094929,1.233,45.81718444824219,173.3332977294922,0.3820728659629822
RandomPoint_197,17.462523,73.840925,1008,23.86,68.49,15.22,0.0,739.7444444444445,2.293,0,random_negative_sample,1458.399018484354,1.863,21.685131072998047,39.60157070159912,0.4657416641712188
RandomPoint_198,17.815199,73.613917,884,12.17,72.5,10.77,2.0,739.7444444444445,1.499,0,random_negative_sample,1866.199444425106,2.12,22.30617866516113,41.81751899719238,0.8535358309745789
RandomPoint_199,17.831548,73.110252,61,6.14,307.12,8.72,-1.0,2804.186324786325,4.68,0,random_negative_sample,2905.2056725144384,1.379,46.704193115234375,200.73481292724608,0.4559902846813202
RandomPoint_200,17.840287,74.157258,824,4.74,348.06,3.19,4.0,739.7444444444445,3.188,0,random_negative_sample,665.0703659892082,4.605,6.960333251953125,17.96146125793457,0.2726989984512329
RandomPoint_201,18.168159,73.843284,629,6.06,220.22,5.68,-3.0,739.7444444444445,2.343,0,random_negative_sample,1056.4905308306218,2.659,11.359893035888671,25.35829391479492,0.4228332340717315
RandomPoint_202,18.713464,73.948392,599,5.56,0.0,4.32,0.0,739.7444444444445,3.801,0,random_negative_sample,681.4461876302958,1.518,0.0,20.36995658874512,0.4152368605136871
RandomPoint_203,17.703518,73.930213,777,14.87,64.69,8.51,5.0,739.7444444444445,2.775,0,random_negative_sample,994.106923225522,2.305,14.452490234375,29.747021484375,0.651240348815918
RandomPoint_204,18.706896,74.230146,561,0.93,180.0,1.38,-1.0,739.7444444444445,1.228,0,random_negative_sample,512.6327243790031,1.391,2.5717494964599608,12.0457950592041,0.518105149269104
RandomPoint_205,17.838043,73.921274,706,5.56,0.0,2.66,2.0,739.7444444444445,0.827,0,random_negative_sample,1070.921079814434,0.343,14.08275909423828,24.439594650268557,0.1421708762645721
RandomPoint_206,18.092265,73.704879,645,4.34,115.31,2.74,0.0,739.7444444444445,5.772,0,random_negative_sample,1133.3846935272218,1.584,8.040780639648437,19.082847595214844,-0.2814668416976928
RandomPoint_207,17.672259,73.818713,1004,4.34,115.31,4.64,-4.0,739.7444444444445,8.27,0,random_negative_sample,1398.2094712853432,2.706,12.031427764892578,36.89664306640625,0.4255432486534118
RandomPoint_208,17.788041,73.646588,1040,4.03,76.69,4.48,5.0,739.7444444444445,2.157,0,random_negative_sample,1861.435951197148,1.97,17.383111190795898,36.802214813232425,0.7475948333740234
RandomPoint_209,17.054204,73.764124,332,13.41,232.26,11.7,4.0,739.7444444444445,1.434,0,random_negative_sample,1955.8581891417505,2.507,31.86217193603516,95.7175546646118,0.737862229347229
RandomPoint_210,17.271399,73.492548,6,3.09,252.5,1.54,2.0,2804.186324786325,2.296,0,random_negative_sample,2677.337584286928,1.473,33.74988689422607,120.11877326965332,0.392634630203247
RandomPoint_211,17.100569,73.368656,145,4.2,332.14,3.45,-2.0,2804.186324786325,3.692,0,random_negative_sample,2976.6481113761665,0.97,61.70859603881836,196.81740493774413,0.4954988360404968
RandomPoint_212,17.423321,73.290269,155,4.81,305.35,4.39,3.0,2804.186324786325,1.864,0,random_negative_sample,2923.3573213994505,1.873,35.522616958618165,130.9504837036133,0.7692522406578064
RandomPoint_213,18.522459,73.368689,598,7.64,165.2,4.9,-4.0,2804.186324786325,1.5,0,random_negative_sample,1346.4283908247949,2.515,0.0,37.22372894287109,0.5529778599739075
RandomPoint_214,18.50402,74.047886,542,0.93,180.0,0.73,1.0,739.7444444444445,2.694,0,random_negative_sample,648.1739664316177,1.424,7.246164703369141,20.633648300170897,0.2002227455377578
RandomPoint_215,17.038767,73.609129,165,10.69,133.41,6.26,4.0,739.7444444444445,1.722,0,random_negative_sample,2377.001815718412,0.831,70.20547866821289,122.44205265045166,0.6229259371757507
RandomPoint_216,18.999816,73.324941,52,2.1,27.86,1.59,2.0,2804.186324786325,1.565,0,random_negative_sample,2144.9728839755057,1.019,18.650158405303955,89.15450983047485,0.3972707390785217
RandomPoint_217,18.300288,73.97185,891,4.9,90.0,2.71,3.0,739.7444444444445,6.776,0,random_negative_sample,609.6586884409189,1.29,8.49982795715332,19.9351640701294,0.502025306224823
RandomPoint_218,18.303509,73.93135,813,11.05,185.03,7.1,1.0,739.7444444444445,4.979,0,random_negative_sample,683.2436527580023,3.924,6.3713737487792965,18.97555923461914,0.3001292645931244
RandomPoint_219,18.899223,73.099041,134,8.78,50.96,5.29,-1.0,2804.186324786325,1.4,0,random_negative_sample,2723.2943749904634,3.999,16.547480964660643,109.37243061065674,0.6326096057891846
RandomPoint_220,17.252442,73.804188,1041,7.38,112.07,3.84,-2.0,739.7444444444445,4.324,0,random_negative_sample,1645.9274849116805,8.54,21.431216430664065,67.19451141357422,0.4877919256687164
RandomPoint_221,18.127939,73.126947,55,6.93,57.76,7.98,-2.0,2804.186324786325,2.691,0,random_negative_sample,2511.5463285923006,1.353,25.897130012512207,138.12548961639405,0.4201045334339142
RandomPoint_222,18.39893,73.950347,864,0.0,270.0,0.85,-2.0,739.7444444444445,5.571,0,random_negative_sample,577.9686054378748,1.171,5.895161437988281,18.616134071350096,0.3148103952407837
RandomPoint_223,17.335578,73.710871,741,32.0,221.18,26.66,5.0,739.7444444444445,1.284,0,random_negative_sample,1758.5172250270844,4.616,35.8638313293457,105.54971809387207,0.6863754391670227
RandomPoint_224,18.638602,74.247081,539,1.96,90.0,1.72,0.0,739.7444444444445,2.748,0,random_negative_sample,534.7140606753528,1.445,7.390487098693848,14.221423244476318,0.4720554947853088
RandomPoint_225,17.623914,73.816021,1192,5.03,157.08,3.73,-5.0,739.7444444444445,3.777,0,random_negative_sample,1456.3207552075387,3.934,19.43481540679932,45.57673435211181,0.1673223376274109
RandomPoint_226,18.916346,73.394982,401,21.09,282.13,17.04,5.0,2804.186324786325,2.655,0,random_negative_sample,2111.785126805305,5.344,23.04233703613281,85.95078544616699,0.5411361455917358
RandomPoint_227,18.430029,72.913995,16,4.03,283.31,5.73,3.0,2804.186324786325,4.624,0,random_negative_sample,2718.5986800432206,3.701,39.74302425384521,145.9993700027466,0.6589516401290894
RandomPoint_228,18.381229,73.740864,690,5.39,313.41,5.2,0.0,739.7444444444445,7.975,0,random_negative_sample,883.7585904300213,3.05,3.518207550048828,17.964618110656737,0.2756941020488739
RandomPoint_229,17.203803,73.958721,634,3.84,14.8,3.03,1.0,739.7444444444445,1.435,0,random_negative_sample,990.0492003068327,1.401,11.61910514831543,36.08688163757324,0.4520472586154938
RandomPoint_230,18.700586,73.700617,591,0.93,0.0,1.26,1.0,739.7444444444445,1.46,0,random_negative_sample,1004.441880941391,1.486,0.0,34.89459037780762,0.396542340517044
RandomPoint_231,17.24211,74.275767,777,28.9,199.97,18.08,-7.0,739.7444444444445,7.065,0,random_negative_sample,812.4235751301051,3.025,13.843481826782227,23.891560745239257,0.5174860954284668
RandomPoint_232,18.565271,73.320806,394,22.8,249.69,18.32,-16.0,2804.186324786325,1.456,0,random_negative_sample,1726.3988486289977,2.455,0.0,44.41432495117188,0.5827425122261047
RandomPoint_233,17.856756,73.355856,138,8.63,115.31,7.59,8.0,2804.186324786325,2.968,0,random_negative_sample,2473.0716271281244,1.119,33.619790649414064,142.1723545074463,0.7016696929931641
RandomPoint_234,18.011922,73.311847,171,17.27,33.45,9.2,-6.0,2804.186324786325,4.512,0,random_negative_sample,2404.615482592583,0.262,25.067154121398925,133.35625743865967,0.5603827834129333
RandomPoint_235,18.699151,74.033496,588,2.1,152.14,1.64,-3.0,739.7444444444445,4.48,0,random_negative_sample,644.9343274965883,3.003,6.588167381286621,21.56446075439453,0.4359501600265503
RandomPoint_236,17.211078,74.241181,577,2.17,244.69,1.13,1.0,739.7444444444445,4.836,0,random_negative_sample,668.6323425792158,2.878,13.116575813293457,21.60731868743897,0.566402792930603
RandomPoint_237,18.27117,74.043061,802,4.9,90.0,6.52,11.0,739.7444444444445,4.834,0,random_negative_sample,669.9098522335291,2.34,8.280006217956544,15.39103479385376,0.3259359300136566
RandomPoint_238,18.414617,73.453231,847,11.66,274.51,10.85,15.0,2804.186324786325,1.073,0,random_negative_sample,1191.3789987564087,1.307,7.4224344253540036,47.41056461334229,0.7008252739906311
RandomPoint_239,18.467591,74.248211,592,2.79,0.0,2.58,5.0,739.7444444444445,8.037,0,random_negative_sample,524.5836770266294,0.798,4.898954200744629,11.271674251556396,0.2958362102508545
RandomPoint_240,17.540165,74.012299,787,19.31,56.27,18.05,1.0,739.7444444444445,5.669,0,random_negative_sample,1015.4918973326684,2.816,20.07103500366211,37.73209247589112,0.3345435559749603
RandomPoint_241,18.076346,73.525246,108,27.74,326.35,21.79,-2.0,2804.186324786325,0.756,0,random_negative_sample,1824.659506243468,1.122,21.41355171203613,95.71624336242677,0.4963991940021515
RandomPoint_242,17.871149,73.896539,1126,35.18,241.11,25.36,-5.0,739.7444444444445,2.892,0,random_negative_sample,1126.1816558539867,4.656,17.731661224365233,23.027724075317384,0.3146807253360748
RandomPoint_243,17.536791,74.07757,615,4.34,244.69,2.84,0.0,739.7444444444445,1.666,0,random_negative_sample,911.0406787887216,0.39,11.698098754882812,33.97329483032227,0.5519459247589111
RandomPoint_244,18.661462,72.929994,58,3.09,252.5,2.58,0.0,2804.186324786325,4.86,0,random_negative_sample,2661.0141141176223,4.026,28.14216709136963,130.7186502456665,0.6710145473480225
RandomPoint_245,18.763262,73.165795,80,21.78,80.66,13.43,7.0,2804.186324786325,2.115,0,random_negative_sample,2550.5843558073043,5.039,17.00710277557373,129.91798229217528,0.4964805245399475
RandomPoint_246,18.701906,73.07276,77,14.82,348.79,11.22,5.0,2804.186324786325,2.966,0,random_negative_sample,2621.643329453468,2.501,35.139590644836424,156.43207263946533,0.7504675388336182
RandomPoint_247,17.42424,73.996749,794,27.4,262.81,18.47,-16.0,739.7444444444445,4.657,0,random_negative_sample,829.59617651999,2.983,10.908073043823242,28.88998708724976,0.3111739754676819
RandomPoint_248,17.680678,74.12048,664,4.34,64.69,2.8,0.0,739.7444444444445,2.568,0,random_negative_sample,794.3670136213302,2.911,11.035391998291017,36.50144805908203,0.2400017231702804
RandomPoint_249,18.402368,73.214403,25,4.34,115.31,4.8,2.0,2804.186324786325,1.165,0,random_negative_sample,1967.1805320978165,1.322,21.34858570098877,93.94782276153563,0.3432475328445434
RandomPoint_250,17.020302,74.222094,633,7.46,51.75,3.88,5.0,739.7444444444445,2.139,0,random_negative_sample,668.669939340651,2.178,17.491470718383788,34.97660255432129,0.2147638797760009
RandomPoint_251,17.171226,73.880112,904,5.39,226.59,4.84,-4.0,739.7444444444445,4.237,0,random_negative_sample,1427.7253863215446,3.237,18.713229751586915,50.026055908203126,0.3722736239433288
RandomPoint_252,17.977156,73.937247,800,0.0,270.0,2.24,-2.0,739.7444444444445,3.721,0,random_negative_sample,942.4585531175136,1.794,8.98134765625,20.18236560821533,0.3205053806304931
RandomPoint_253,18.381219,73.768854,695,3.09,72.5,3.58,2.0,739.7444444444445,5.663,0,random_negative_sample,970.6159532308578,0.919,3.293380355834961,18.233717918396,0.3849483728408813
RandomPoint_254,17.981643,73.989399,782,2.1,152.14,1.37,1.0,739.7444444444445,3.024,0,random_negative_sample,801.9388609021902,1.555,7.869110107421875,17.200170707702636,0.359334260225296
RandomPoint_255,18.383574,73.259309,114,0.98,90.0,2.06,-3.0,2804.186324786325,2.906,0,random_negative_sample,1774.0011347174643,2.196,4.213882064819336,59.39434623718262,0.5682181119918823
RandomPoint_256,18.163111,73.509891,191,24.89,265.99,16.23,-1.0,2804.186324786325,2.052,0,random_negative_sample,1527.9902674198152,0.543,10.6433988571167,61.13433418273926,0.3990307152271271
RandomPoint_257,18.061844,73.438256,111,13.97,49.31,14.22,9.0,2804.186324786325,2.544,0,random_negative_sample,1929.3030534029008,2.492,13.752354431152344,132.729097366333,0.7112777829170227
RandomPoint_258,18.491871,73.296187,65,16.46,279.48,8.88,0.0,2804.186324786325,2.788,0,random_negative_sample,1773.457755112648,1.521,6.615327072143555,93.04546279907228,0.5072253942489624
RandomPoint_259,18.40571,73.206375,21,1.35,226.59,1.92,2.0,2804.186324786325,0.615,0,random_negative_sample,1967.1805320978165,2.206,21.34858570098877,93.94782276153563,0.3885664343833923
RandomPoint_260,18.071728,73.943284,671,5.48,32.39,2.94,4.0,739.7444444444445,1.41,0,random_negative_sample,842.5953805655241,1.778,9.097240447998049,15.355892181396484,0.6205793619155884
RandomPoint_261,17.968397,73.886878,716,0.98,270.0,2.2,7.0,739.7444444444445,1.96,0,random_negative_sample,1098.1711593687537,1.99,12.0314453125,22.22017059326172,0.272865891456604
RandomPoint_262,18.953214,73.586955,762,3.09,287.5,1.85,-2.0,739.7444444444445,0.885,0,random_negative_sample,1553.3851267457007,1.056,2.7207762718200685,63.22655153274536,0.3753925263881683
RandomPoint_263,18.06827,73.211467,3,0.0,270.0,3.53,0.0,2804.186324786325,1.629,0,random_negative_sample,2531.9844615221023,0.752,28.453996467590333,117.6121057510376,0.5883637070655823
RandomPoint_264,18.94859,73.630038,787,10.82,21.03,9.04,3.0,739.7444444444445,2.192,0,random_negative_sample,1421.5232255339622,0.863,0.0,53.94099769592285,0.705927848815918
RandomPoint_265,18.394835,72.989419,132,27.41,318.62,17.53,-16.0,2804.186324786325,4.489,0,random_negative_sample,2689.147661399841,1.927,25.165060615539552,148.93614559173585,0.6599612832069397
RandomPoint_266,18.736922,73.536318,765,26.25,283.31,18.15,1.0,2804.186324786325,2.466,0,random_negative_sample,1545.3415115833282,2.2,3.443334197998047,50.99125747680664,0.5812206268310547
RandomPoint_267,18.745439,73.661096,610,4.34,115.31,1.92,-6.0,739.7444444444445,4.488,0,random_negative_sample,1122.309056764841,1.79,2.575571823120117,44.48428611755371,0.0954760983586311
RandomPoint_268,17.938794,73.460703,91,27.0,217.28,16.04,-7.0,2804.186324786325,1.42,0,random_negative_sample,2153.255233037472,1.213,45.08771648406982,105.96723232269288,0.4482740759849548
